5000
zonula,bittercress
Arisaema_atrorubens,Tyndall_effect
hammer,chicot
Comptonia_asplenifolia,Pee_Dee_River
brickbat,holy_clover
white_titi,manubrium
schnozzle,Tacca_pinnatifida
corozo_palm,complex_body_part
vasa_brevis,Europeanisation
apple_nut,cuticula
Boston_ivy,arteria_vertebralis
Lotus_corniculatus,burning
solar_power,Canadian_red_pine
Melicocca_bijuga,planetoid
radio_signal,Phalaris_arundinacea
Japanese_chestnut,reagin
lunate_bone,Habenaria_albiflora
sea_kale,Mahernia_verticillata
venae_sclerales,common_foxglove
clammy_locust,squill
grugru_nut,tress
Prunus_serrulata,double_decomposition_reaction
Malus_sylvestris,Rhododendron_californicum
Gelsemium_sempervirens,Europeanisation
suppuration,Canada_balsam
agrimonia,vena_perforantis
China_aster,carriage_return
bark,quail_brush
New_Zealand_spinach,bog_asphodel
Pithecellobium_unguis-cati,smear
water_locust,bulbous_plant
conjunctiva,gametophore
flora,quiet
wood_sage,Salvia_azurea
Cacalia_javanica,shaping
Erythrina_variegata,gray_birch
promiscuousness,propyl_radical
sterculia,rice
remains,Seriphidium_maritimum
Papaver_rhoeas,horseback
relaxation,Mediterranean_cypress
nib,tree_fuchsia
meadow_foxtail,flattop
polarisation,Valerianella_olitoria
reduction,Abies_fraseri
fern_palm,lamina
Deneb,garden_angelica
Atlantic_white_cedar,broomcorn_millet
tamarindo,black-stem_spleenwort
notochord,Cuminum_cyminum
cinquefoil,zamang
ailanthus,Pithecellobium_dulce
Styx,negative_muon
western_ragweed,cerebral_artery
economic_growth,dessert_apple
Hypericum_pyramidatum,chittimwood
selection,pulmonary_plexis
Syringa_emodi,swan-neck
European_woolly_thistle,Silene_dioica
snoring,Hartford_fern
streptodornase,oral_smear
human_foot,Zea_mays_amylacea
thalmencephalon,Madagascar_plum
flop,cardoon
sweet_pepperbush,calathian_violet
superior_thalamostriate_vein,East_China_Sea
cotyloid_cavity,wild_rye
gayfeather,paper_birch
toitoi,Polystichum_adiantiformis
Erechtites_hieracifolia,water_yam
dreadlock,mountain_andromeda
Chionochloa_conspicua,Allium_vineale
jumping_orchid,albizia
Plumeria_acutifolia,Taraktogenos_kurzii
Acer_glabrum,western_wall_flower
basilic_vein,Tulipa_gesneriana
Cox,clast
lubricating_oil,meadow_foxtail
circumflex_vein,choroid_coat
bletia,vena_cerebri_media
Yucca_glauca,ovarian_artery
downy_brome,rose_apple
histone,giant_willowherb
Yellow_Sea,Brassica_perviridis
Salix_candida,Dactyloctenium_aegypticum
thin-leaved_stringybark,garland_flower
common_ageratum,cornflower_aster
Salix_babylonica,Pyrrosia_lingua
raisin,Salvia_divinorum
bodily_cavity,elderberry
salivary_duct,elephant_ear
sticky_aster,silver-leaved_nightshade
Vaccinium_myrsinites,Salix_purpurea
occipital_cortex,Salix_sericea
Scindapsus_aureus,long-spurred_violet
pelvic_fin,malt_sugar
Primula_veris,scorcher
Alpinia_purpurata,Euphorbia_peplus
Chukchi_Sea,Erodium_texanum
Alnus_serrulata,Scotch_pine
Americanization,Pilea_pumilla
Trifolium_pratense,Vigna_unguiculata
yellow_avens,placenta
Serenoa_repens,Linanthus_dianthiflorus
corn_lily,Setaria_italica_stramineofructa
kiss_curl,black_body
Australian_nettle_tree,wood_aster
siris_tree,Danube_River
sensory_receptor,garden_pea_plant
croton_oil,red_cabbage
Alpinia_purpurata,chorion
epiglottis,Gossypium_arboreum
Florida_arrowroot,Acrocomia_vinifera
Sagittarius,oxheart_cherry
Panama_redwood_tree,broom_sedge
dog's_mercury,millettia
forehead,antler
bladderwort,Heilong_Jiang
desert_paintbrush,healing
ulceration,wild_sensitive_plant
vestibular_apparatus,armpit
Epipremnum_aureum,orbit
precentral_gyrus,Ribes_grossularia
Leonotis_nepetaefolia,Grindelia_squarrosa
wild_crab,plane_tree
Panicum_virgatum,kowhai
radiopacity,Japanese_angelica_tree
Illecebrum_verticullatum,rose_periwinkle
butch,Anemone_sylvestris
American_wormseed,micturition_reflex
Lyonia_ligustrina,neck_bone
draft,mountain_grape
want,leaf_blade
Mandevilla_boliviensis,sonic_barrier
saman,making_love
os_nasale,cinchona
shape,neural_structure
sex_linkage,Nephelium_litchi
action_plant,yellow-leaf_sickle_pine
auxesis,soyabean_oil
Senecio_jacobaea,pride_of_California
hyperidrosis,daisy_bush
Hibiscus_mutabilis,Kalmia_angustifolia
Uvularia_grandiflora,Asparagus_officinales
shin,Asarum_virginicum
velvet_plant,ilang-ilang
grey_matter,chinaberry_tree
Loire_River,mycophagy
reed_canary_grass,desquamation
wild_leek,hegari
heterophil_antibody,propyl_radical
luminescence,Prosopis_juliflora
Indian_beech,liana
China_rose,Noah's_flood
buccal_artery,pubic_bone
pimiento,custard_apple
nasal_concha,amboyna_pine
stinking_gladwyn,Fritillaria_agrestis
purple_osier,Boott's_goldenrod
prop_root,slump
cornsilk,Delphinium_ajacis
Bootes,buckeye
apomixis,Canicula
scanning,viper's_bugloss
laryngeal_artery,ACE
sexual_intercourse,Aureolaria_pedicularia
bloodleaf,noble_cane
Menispermum_canadense,Arno
Prunus_besseyi,Derris_elliptica
cleavage,beach_morning_glory
roadkill,facts_of_life
cuneiform_bone,Ulmus_campestris_sarniensis
martynia,gristle
sultriness,compass_plant
Leontodon_autumnalis,Thunbergia_alata
target_organ,pulp_cavity
creeping_Jenny,tree_of_the_gods
anterior_cerebral_vein,Annona_glabra
pink_shower_tree,Anthriscus_sylvestris
kitul,vena_bulbi_vestibuli
rhomboideus_major_muscle,sartorius
oxeye,Little_Dipper
os_triquetrum,friar's-cowl
acidification,xeranthemum
rain_shower,southwestern_white_pine
postdiluvian,Potamogeton_crispus
physical_change,wince
European_honeysuckle,kola
splint_bone,verbena
mescal_button,Mirabilis_longiflora
genu_varum,garambulla_cactus
nervus_saphenus,crested_coral_root
Roystonea_oleracea,fish_fuddle
root_cap,chinkapin
growth_factor,loins
cheekbone,resonance
dumb_cane,crew_cut
wood_strawberry,Caryota_urens
butyl,Rhus_glabra
aeration,alyssum
Western_silvery_aster,sweet_calabash
haw,lamina
globe_flower,Dolichos_biflorus
China_rose,nasal_concha
sinus_rectus,stone_life_face
stokes'_aster,Bombax_malabarica
plant_life,Missouri_primrose
molle,clove_oil
Adige,Medicago_sativa
sloughing,dayflower
nuclear_reaction,snake's_head_fritillary
goose_grease,bloodleaf
Indian_turnip,Geum_rivale
Abies_lowiana,coronoid_process
Aegospotami,Jacobean_lily
citron_tree,Calamagrostic_quadriseta
vegetable_oyster,sauce-alone
putamen,cornflower
water_oak,snowstorm
helianthus,polymorph
sweet_shrub,Lower_Tunguska
orbital_cavity,tangor
Macleaya_cordata,skin
European_turkey_oak,cleistocarp
mutton_tallow,neural_structure
wince,Red_Sea
Auriga,cephalic_vein
goldfields,cervical_vertebra
drumlin,cataclysm
River_Avon,Hazardia_cana
Sterculia_foetida,Pteretis_struthiopteris
nap,sarcolemma
cell_membrane,bull_bay
wild_cabbage,beggar's-ticks
Dipsacus_fullonum,Schlumbergera_truncatus
Mucuna_aterrima,filaria
canola,Mojave_aster
Quercus_imbricaria,IgE
electrostatic_field,passing_water
grinding,Pterocarya_fraxinifolia
tarsal,cactus_euphorbia
pandanus,Falcatifolium_falciforme
Magdalena,honker
spoonleaf_yucca,set
wing_elm,fringed_poppy_mallow
capillary_vein,oat
beta_receptor,golden_crown_beard
antheridium,cilantro
gaseous_state,meadow_clary
marginal_wood_fern,Brodmann's_area_17
inhibition,salad_oil
Apium_graveolens,chemosynthesis
claw,beta_rhythm
slender_knapweed,treelet
fuel_oil,vascular_tissue
submucosa,shame_plant
right_gastric_artery,flowering_hazel
Romneya_coulteri,temporal_bone
oscitancy,cumfrey
phycomycosis,Massachusetts_fern
southerly,nookie
Aloe_ferox,tentorial_sinus
effector,orange_grass
kidney_fern,electrical_storm
trapezium,gastric_mill
Prunus_mume,rose-root
Cistus_albidus,ripening
Epipremnum_aureum,lily_of_the_Incas
orchard_grass,posterior_root
Brazilian_rosewood,total
crop,Prunus_salicina
bulbourethral_gland,Chinese_lantern_plant
Dirca_palustris,Twin
Magnolia_virginiana,Acacia_auriculiformis
position_effect,bypass
cottonwood,adultery
tetanus_immune_globulin,king_protea
Nephrolepis_exaltata,Lake_Malawi
queerness,Panama_tree
Western_birch,meiosis
mitral_valve,tree_lupine
Tagetes_erecta,witch_hazel
strange_quark,Mars
Bumelia_lycioides,sphincter_ani
adhesive_friction,henbit
jack_oak,liquid
cherry,simple_protein
plum-fruited_yew,rein_orchid
blue_bugle,blueweed
kenogenesis,eleuthera_bark
round-headed_leek,corchorus
ash-key,nature
Strait_of_Magellan,transversus_abdominis
summer_hyacinth,fenestra_of_the_vestibule
locoweed,queensland_kauri
lambda_hyperon,Leucaena_glauca
harpullia,downdraft
sprig,felt_fern
Japanese_cedar,Gentianopsis_thermalis
animal_tissue,Malaxis_ophioglossoides
carob,plum-fruited_yew
Eriocaulon_aquaticum,shrubby_bittersweet
Wisteria_chinensis,quandong_nut
souari_nut,billion-dollar_grass
sand_blackberry,broccoli_rabe
necrophagia,Geoffroea_decorticans
scrub_pine,dishcloth_gourd
simoon,chain_fern
pruning,conifer
Pogonia_divaricata,video_digitizing
Piper_betel,fundamental_particle
Podocarpus_dacrydioides,Norway_maple
vandyke_beard,mohawk_haircut
River_Lethe,Phyllocladus_trichomanoides
elongate_leaf,canalis_cervicis_uteri
pederasty,cricket-bat_willow
Indigirka,round_ligament_of_the_uterus
Agdestis,Iguazu_Falls
boxthorn,western_larch
mastoidal,crowberry
Japanese_morning_glory,coloradillo
silkweed,cos_lettuce
prairie_willow,palma_christi
red_cabbage,teasel
kalumpang,heart_ventricle
Leucanthemum_maximum,polyploid
basil_thyme,bittersweet_nightshade
coelom,spurge
animal_fat,medial_geniculate_body
Podocarpus_elongatus,downy_yellow_violet
nutmeg_tree,vine_maple
secreter,hand_fern
IgG,cherry_tomato
blood_lily,Australian_reed_grass
Nelumbo_nucifera,red_bryony
northern_Jacob's_ladder,ricegrass
pilomotor_reflex,rough_bristlegrass
Corallorhiza_striata,dracaena
repercussion,pansy_violet
cow_cockle,woody_pear
Urtica_dioica,atrium_of_the_heart
ram's_horn,efferent
love-lies-bleeding,whorled_loosestrife
antimuon,shittim
gymnospermous_tree,abelia
tangelo_tree,yellow_spiny_daisy
Libocedrus_bidwillii,blackthorn
palm_tree,St_John's_wort
Foeniculum_vulgare,Timor_Sea
scarlet_runner_bean,field
Flint_River,pulmonary_trunk
chinkapin,ditch_fern
carissa,dentition
American_sycamore,parthenocarpy
condensate,sweat
Lane's_Prince_Albert,wall_rocket
candle_flame,maidenhair_fern
Australian_honeysuckle,ribbon_fern
malvasia,silver_wattle
Codariocalyx_motorius,knawel
martagon,Cape_dagga
earthnut_pea,Dianthus_supurbus
stickweed,oak_tree
Murrumbidgee_River,green_ash
saprophytic_organism,Collinsia_bicolor
Prunus_mume,mucoid
Dieffenbachia_sequine,timothy
plexus_lumbalis,Solent
rock_maple,Adenium_obesum
cuneate_leaf,particolored_buckeye
wayfaring_tree,Pisum_sativum
oxheart_cherry,wild_tamarind
Iris_florentina,Abutilon_theophrasti
Prumnopitys_elegans,Kasai_River
pancreas,Anagyris_foetida
hart's-tongue,Sorghum_bicolor
bladder_campion,innominate_vein
climbing_fumitory,oogenesis
bone_oil,slice
gob,wild_water_lemon
scorpionweed,helmet_orchid
swimmeret,lemon_lily
senna,feather_palm
internal_maxillary_artery,cottage_tulip
Allegheny_plum,easter
early_purple_orchid,calabura
fructification,bent_grass
Rubia_tinctorum,os_nasale
spring_beauty,false_oat
dyer's_woodruff,transverse_muscle_of_abdomen
Rhode_Island_bent,American_white_oak
true_sandalwood,lough
Psoralea_esculenta,lamina
vena_nasalis_externa,Pinus_longaeva
Vaccinium_pennsylvanicum,tremor
superior_epigastric_veins,Lycium_carolinianum
marrowbone,colza_oil
Viminaria_denudata,Nemophila_aurita
slipper_orchid,tree_tomato
sainfoin,swamp_plant
dodder,daffodil_garlic
Japanese_privet,cauliflower_ear
Platanthera_bifolia,Acacia_xanthophloea
tall_white_violet,Cupressus_arizonica
meson,multiprogramming
sensory_receptor,common_white_dogwood
Gerardia_virginica,Ensete_ventricosum
cactus_euphorbia,sagebrush_buttercup
phosphatase,areteria_cervicalis
Cardamine_bulbifera,bramble
American_bog_asphodel,diamagnetism
pudendal_artery,Jordan_River
hoary_pea,kudzu
Salvinia_auriculata,parsley-leaved_thorn
Salpichroa_organifolia,anise
Lamaze_method,elbow_bone
Pacific_Ocean,Erigeron_pulchellus
Banksia_integrifolia,krigia
macrocosm,haemagglutination
Heilong_Jiang,sansevieria
inferior_cerebellar_artery,ebony_spleenwort
ball_nightshade,puking
Red_Delicious,inferior_ophthalmic_vein
magnetic_monopole,marmalade_tree
Queensland_hemp,Mexican_poppy
pod,catabiosis
white_popinac,wake-robin
malleus,Alpine_celery_pine
mealie,yellow_rocket
rabbiteye_blueberry,Argun
Teucrium_scorodonia,Lycium_barbarum
labor,fuji
keurboom,summer_squash
boojum_tree,morning_star
gastric_digestion,Loch_Achray
spillover,waxberry
gillyflower,arteria_iliolumbalis
papaya,lobe
Pteris_multifida,sacral_vein
congoo_mallee,wild_potato_vine
weeping_tree_broom,grey_sage
licorice,Asclepias_curassavica
femoral_artery,sand_spurry
Onopordon_acanthium,saturation
region,international_waters
venous_blood_vessel,nervus_vagus
pyriform_lobe,Micromeria_chamissonis
seabeach_sandwort,bitter_cassava
Cheyne-Stokes_respiration,Indian_crocus
Sturt_pea,bloodleaf
clear-air_turbulence,whisk_fern
adobe_lily,Barbarea_verna
bluebonnet,poor_man's_pulse
Besseya_alpina,dagger_fern
Cleistes_divaricata,Anadenanthera_colubrina
adsuki_bean,side-whiskers
California_four_o'clock,retromandibular_vein
Fornax,expressed_almond_oil
pride_of_barbados,generation
valley_white_oak,wild_leek
honeybells,palmyra
garden_strawberry,arteria_vertebralis
detrition,tinea_capitis
factor_XIII,caruncula
plasmid_DNA,nervus_glossopharyngeus
swamp_white_oak,Hibiscus_syriacus
edible_nut,pride_of_barbados
pap,yellow_bone_marrow
osmoreceptor,yellow_asphodel
Physalis_viscosa,telomerase
sacral_vein,cloud
optic_radiation,alyssum
wilde_dagga,Sedna
tidytips,indigo_squill
vaginal_artery,narrow
arteria_gastrica,tailwort
shoeblack_plant,Martynia_annua
twinberry,marbling
greater_butterfly_orchid,beach_sand_verbena
total,coast_rhododendron
Mexican_mint,planetesimal
clouding_up,defecation
Tangier_peavine,foxberry
energy_level,cauliflower
St._Francis_River,Guadalupe_cypress
Lactuca_sativa,Salix_arctica
maidenhair_tree,Stalinization
Veratrum_viride,bitter_pea
Rubus_strigosus,Armeria_maritima
lachrymal_gland,Asplenium_bradleyi
needle_palm,shtup
old_man,Indus
Corylus_americana,multiflora
Salvia_leucophylla,Sedum_rosea
Congo_River,Bidens_tripartita
Rosa_spithamaea,Hydrastis_Canadensis
overcompensation,olive_oil
Artemisia_maritima,Muntingia_calabura
zoysia,vaginal_birth
Caribbean,Auriga
paring,magic_mushroom
spring_vetchling,sunflower-seed_oil
enarthrodial_joint,cherry_laurel
Clintonia_uniflora,thymus
mung_bean,Rudbeckia_laciniata_hortensia
giant_fir,ANS
meadow_spikemoss,sperm_oil
CD8,meadow_spikemoss
snake_palm,English_bean
cush-cush,cane_reed
sacred_lotus,menhaden_oil
breakax,Gulf_of_Tehuantepec
japonica,windfall
Scindapsus_aureus,Rubus_spectabilis
clary,Corypha_umbraculifera
false_bittersweet,cayenne_jasmine
arteria_carotis,irruption
common_carotid_artery,Ranunculus_sceleratus
lotus,Amianthum_muscitoxicum
subject,sudation
sweet_pea,smooth-leaved_elm
Ygdrasil,jack_bean
Epilobium_angustifolium,coattails_effect
spotted_gum,common_birch
butch,bagasse
yellow_milkwort,mountain_clematis
true_vocal_fold,Arisaema_triphyllum
ellipsis,Petroselinum_crispum_neapolitanum
deuteron,rocambole
common_alder,Piper_betel
scrotal_vein,Begonia_semperflorens
depression,purple_rock_brake
canistel_tree,sweetbriar
temporal_muscle,calabura
hood,vasa_efferentia
Beta_Crucis,Chinese_wood_oil
Oryza_sativa,nardo
learned_reaction,skiagraphy
granadilla,oropharynx
head_of_hair,pomme_de_prairie
South_Platte_River,musculus_adductor_magnus
feijoa_bush,Solway_Firth
shrubby_bittersweet,fringed_grass_of_Parnassus
juniper_bush,garden_pink
abdominal_aorta,butter-flower
winged_bean,sand_devil's_claw
Venus's_slipper,northeaster
tangelo,tulipwood_tree
cirio,deposit
Apium_graveolens_rapaceum,sutura_internasalis
ectoblast,rosebay
Prunus_virginiana,joint_fir
annual_ring,pug_nose
sedimentation,Cucumis_melo_cantalupensis
wild_buckwheat,vena_musculophrenica
Satureja_grandiflora,peachleaf_willow
axle_grease,Krebs_cycle
Lombardy_poplar,AC
hipbone,Penstemon_barbatus
hypogastric_plexus,Penstemon_centranthifolius
Sambre,autumn_sneezeweed
tubular_cavity,cantaloupe_vine
weed,black_walnut_tree
Leiophyllum_buxifolium,pars_anterior
queen_of_the_night,velvet_plant
Indian_paint,Prudhoe_Bay
pile,Hooker's_onion
Polygonum_aubertii,common_ginger
cortical_area,Aquarius
wall_rock,fuji
Penstemon_dolius,hart's-tongue
pruning,rabbit's-foot_fern
Allium_cepa,cascarilla
temporomandibular_joint,English_Channel
Clematis_viorna,pride_of_barbados
tympanic_membrane,Collinsia_bicolor
soak,glans_penis
ferrimagnetism,button_snakeroot
spiral,Campanula_medium
fossilisation,medullary_ray
speedwell,ossiculum
hazelnut,combretum
Tombigbee_River,gastrocnemius
chromatography,St_Peter's_wort
Sorghum_vulgare_technicum,quadriceps_femoris
scalenus,paw
tufted_pansy,Japanese_lime
Christmas_flower,Chimaphila_umbellata
fern_seed,flaming
ligament,performance
lymph_gland,Habenaria_fimbriata
Sao_Francisco,Arcturus
breath,American_dogwood
rear_end,Physalis_philadelphica
Solidago_canadensis,node
Angelica_Archangelica,coco_palm
Canavalia_ensiformis,American_feverfew
haematemesis,direct_electric_current
Caladenia_cairnsiana,evening_primrose
cowpea,bicolor_lespediza
wild_liquorice,purple_granadillo
kelpwort,Gymnadenia_odoratissima
tympanic_bone,talon
blackfoot_daisy,Ipomoea_coccinea
pullulation,Diplazium_pycnocarpon
Erigeron_pulchellus,elegant_Habenaria
fiddleneck,chymosin
common_winterberry_holly,bastard_feverfew
labia_majora,kaffir_corn
June_grass,cove
birch_tree,Abronia_villosa
gray_poplar,Araucaria_araucana
celtuce,Aster_linosyris
virgin's_bower,heterodactyl_foot
ivory_nut,common_white_dogwood
bronchoscopic_smear,American_wistaria
Marmara_Denizi,Egeria_densa
pecs,Seneca_snakeroot
vital_organ,cellular_division
Korean_lespedeza,faecalith
interfacial_surface_tension,good_weather
arteria_temporalis_anterior,sweet-scented_geranium
os_sesamoideum,Farley_maidenhair_fern
depicted_object,resid
stub,cohune_palm
sesamoid,gulf
coralroot,African_daisy
yellow_squash,levanter
Xanthosoma_atrovirens,altocumulus_cloud
hyoid,Mitella_pentandra
vertebral_artery,pachouli
kuri-chiku,shock
Aquilegia_scopulorum_calcarea,red_pine
common_broom,Golden_Gate
Quercus_grosseserrata,Rubus_occidentalis
Rocky_Mountain_bristlecone_pine,catastrophe
electrical_power,bay_window
satsuma_tree,pipul
Ballota_nigra,English_ryegrass
love,body_part
flux,apple
sort,dragon's_mouth
helmetflower,Parana_River
nopal,Populus_nigra_italica
xerophytic_plant,Saone_River
Strait_of_Hormuz,rowan
pulmonary_plexis,methyl_radical
dog_laurel,sourwood
Gardenia_jasminoides,red_willow
jugal_point,Dutchman's_breeches
Macleaya_cordata,servicing
peeper,Spanish_psyllium
Jerusalem_cherry,hydroelectricity
Portuguese_cypress,lysis
Trichostema_dichotomum,shield
Cucurbita_argyrosperma,Acacia_catechu
yellow_vetchling,Chrysanthemum_coronarium_spatiosum
Agropyron_trachycaulum,refrigeration
soursop,Quercus_phellos
syncretism,Tiber
Persian_iris,bracelet_wood
nuclear_resonance,wave
Northern_Spy,Zea_mays_indurata
hoya,systema_respiratorium
conjunctiva,water-target
Pulicaria_dysenterica,frost_heaving
adrenal_medulla,Centranthus_ruber
tomentum,roridula
fur,downy_manzanita
althea,wild_spurge
possumwood,Hercules
Petasites_sagitattus,kok-saghyz
Amaranthus_hybridus_erythrostachys,Dalea_spinosa
food_cycle,fishtail_palm
rush_aster,sapote
zebrawood,centromere
spinach_plant,false_wintergreen
vascular_plant,gooseneck_loosestrife
criminal_conversation,prosthion
cottonweed,Saxifraga_granulata
black_lovage,cleistothecium
cambium,bramble
eggshell,Pistacia_terebinthus
Salix_pendulina,Dacrycarpus_dacrydioides
sagittate-leaf,Ebro
cleistocarp,floral_leaf
sheep's_fescue,ringworm
senga_root,Polystichum_acrostichoides
Centaurea_cyanus,Raphanus_raphanistrum
little_ebony_spleenwort,burrawong
Lonicera_dioica,Little_Bear
flowering_hazel,pion
water_hyacinth,amino_group
giant_fir,phellem
Phaseolus_lunatus,Aras
chile_pine,pineapple
cyrilla_family,hovea
Pyrola_rotundifolia,patchouli
Helianthemum_scoparium,mountain_swamp_gum
root_celery,siris_tree
pectoral_vein,Proboscidea_fragrans
mouse_eared_chickweed,protease
Citroncirus_webberi,inferior_labial_artery
brain_sugar,valency
Corylus_avellana,tea_rose
abductor_muscle,lens
Trifolium_dubium,Fraxinus_oregona
plexus_mesentericus,Myroxylon_balsamum
hog_cranberry,Indigofera_tinctoria
wild_sweet_pea,neem_seed
chinese_mustard,esophageal_veins
ponytail,juniper_bush
Tulipa_suaveolens,lexicalisation
dyer's_mignonette,cere
maxillary,elliptic_leaf
perennial_pea,labor
pepper,Decumaria_barbara
internal_jugular_vein,caoutchouc_tree
arteria_femoralis,boxwood
electromagnetism,effervescence
paloverde,sphacelus
Geranium_molle,tree_of_knowledge
anatomical_structure,Firth_of_Forth
Canada_balsam,venae_dorsales_penis_superficiales
New_Zealand_mountain_pine,Great_Australian_Bight
daisybush,brush_discharge
Codiaeum_variegatum,maxillary_sinus
human_process,black_bead
aminomethane,stele
condensation,pigmy_talinum
belly,arteriola
genus_Agdestis,Hugueninia_tanacetifolia
Fortunella_margarita,wild_coffee
cloudiness,lily_of_the_Nile
inferior_rectus,Sarracenia_minor
clianthus,Little_Wabash_River
Cotinus_coggygria,storminess
Sinapis_alba,mistral
Boston_ivy,shoulder_blade
Tectona_grandis,cosmea
Blephilia_celiata,fraxinella
Amorphophallus_rivieri,aggregate
Ceratopetalum_gummiferum,yellow_lady-slipper
sweet_fern,mucin
soak,candytuft
uropygial_gland,Anthyllis_vulneraria
Lithocarpus_densiflorus,paper_white
Physalis_peruviana,haematopoiesis
narrowing,Frasera_speciosa
Baphia_nitida,nervus_femoralis
pressure_level,Circaea_lutetiana
dragon_arum,cypripedia
lanseh,cainogenesis
Prunus_subcordata,Calopogon_pulchellum
muscat,Canavalia_gladiata
Petasites_hybridus,costusroot
Erysimum_arkansanum,tumble_grass
coconut,oligosaccharide
rock_purslane,Spanish_lime
spleen,necrophagia
Potomac_River,neem_tree
choroid,Dianthus_caryophyllus
leopard_plant,Arenaria_serpyllifolia
axle_grease,feel
longanberry,flowage
Ledum_palustre,money_plant
Ligustrum_ibolium,galvanic_skin_response
main,coyote_bush
Gulf_of_Mexico,Americanisation
shun_giku,pumpkin_vine
stroma,blackseed
yellow_squash,vinifera_grape
American_aspen,lepton
Amaranthus_caudatus,bolt_of_lightning
dandruff,limestone_fern
poinsettia,hydroxymethyl
milk-vetch,lowland_fir
common_laburnum,Pedilanthus_tithymaloides
Solanum_jasmoides,honey_berry
rimu,negro_peach
Pearmain,organ
sweet_gale,irradiation
roundworm,poker_heuchera
sea_eryngium,douglas_hemlock
Botrychium_matricariifolium,weather_condition
marijuana,Bombax_ceiba
sequential_operation,Rhine_River
tide_rip,corpse
neuropil,Scotch_thistle
calmness,zymolysis
Salvia_clarea,caracolito
Grand_River,Castanea_dentata
pistil,chadlock
sweet_four_o'clock,turnip
XXX,soma
mascarene_grass,underpart
papooseroot,bishop's_cap
Rosa_pendulina,baobab
virgin's_bower,safflower_oil
Catawba,sweetwood_bark
pin_clover,Purus_River
hydroxide_ion,elution
Iliamna_remota,Indian_chocolate
Carya_glabra,homoeroticism
Lespedeza_cuneata,Indian_rattlebox
effervescence,Liatris_pycnostachya
sphenoid_bone,ring_finger
country_borage,sickle_alfalfa
meadow_saxifrage,sunset
giant_sunflower,gentle_breeze
falloff,sucker
brainpan,Woodsia_glabella
conductance,onion
incus,astrantia
Rhus_aromatica,line
clit,breastbone
cod_liver_oil,spring_heath
button_snakeroot,bed-wetting
Brazilian_potato_tree,monosaccharide
Caribbean,reciprocal_cross
pistillode,Salix_alba_caerulea
Schreiber's_aster,Strekelia_formosissima
Scolymus_hispanicus,boulder
Kura,field_wormwood
purple_strawberry_guava,seta
Thrinax_microcarpa,Iowa_crab_apple
mogdad_coffee,joint
Convolvulus_arvensis,mulberry_fig
pseudopod,melon_tree
Ulmus_campestris_sarniensis,Taraktagenos_kurzii
garden_egg,hypoglossal
painted_cup,Cnicus_benedictus
purple_silkweed,iliac_vein
Mesembryanthemum_edule,stinking_gladwyn
jonquil,alder_buckthorn
Solidago_missouriensis,windstorm
sour_cherry,perianth
Nephelium_mutabile,golden_chinkapin
monkey_pod,centripetal_force
goose_bump,Parry's_pinyon
Himantoglossum_hircinum,Para
sword_bean,mockernut
Buzzards_Bay,Robinia_hispida
inpour,quick
inbreeding,stem_ginger
Ophrys_muscifera,Colorado
ketembilla,Solanum_crispum
lingberry,autumn_crocus
chemical_reaction,Leucothoe_racemosa
clypeus,laying
ring_of_color,biology
sunflower_oil,Virginia_cowslip
pock,leek
Roman_coriander,Aristotelia_racemosa
Matricaria_inodorum,Wyethia_helianthoides
Mertensia_virginica,forelimb
wild_lily_of_the_valley,Apium_graveolens
parrot's_beak,nipper
moon-ray,external_iliac_artery
nib,hardtack
malanga,plexus_choroideus
Valerianella_locusta,Salvia_reflexa
sliver,English_lavender
ember,St._Lawrence_River
cosmic_microwave_background,keeled_garlic
asparagus,Physalis_pruinosa
Gossypium_thurberi,XYY
wood_lily,de-Stalinization
Ballota_nigra,beach_morning_glory
thoracic_vertebra,field_brome
California_fuchsia,Brassaia_actinophylla
vestibular_vein,langsat
wild_cinnamon,yerba_mansa
Illinois_River,lily
phoenix_tree,Dutch_elm
ilium,windlessness
padauk,breakstone
purchase,stiffening
sunrise,multiflora
favus,olive_oil
factor_VIII,Phobos
butternut_tree,bristlegrass
rock_geranium,Acocanthera_oppositifolia
glute,falloff
Dorado,cliff-brake
Milk,gomuti_palm
Viola_sylvatica,quad
glutelin,uterine_tube
country_borage,pug_nose
Catalina_cherry,lying-in
winter_currant,sheep's_sorrel
kaki,arteria_ciliaris
Blue_Nile,cirrhus
autograft,positive_muon
inflation,Iris_kochii
tarweed,Thrinax_keyensis
common_grape_hyacinth,buffalo_clover
capillary_bed,transverse_process
Oleandra_mollis,pederasty
rose-apple_tree,ureter
hedge_mustard,eye_blink
inductance,plumed_thistle
chocolate_root,natural_process
counterglow,tuna
common_St_John's_wort,Dolichos_lablab
Acer_campestre,Shawnee_salad
mare_nostrum,hepatic_portal_vein
pancreas,coral_drops
Canada_garlic,Telopea_speciosissima
Populus_nigra,glans_clitoridis
billion-dollar_grass,bakeapple
glandulae_cervicales_uteri,wool
paraffin_scale,hindgut
interior_live_oak,cataphyll
Acrostichum_aureum,Chaenomeles_japonica
damson_plum,msasa
wax_begonia,Neosho_River
autoradiography,Selenicereus_grandiflorus
carpenteria,cordgrass
corn_silk,moxie_plum
walking_fern,bud_sagebrush
snowy_orchid,Rubus_strigosus
IgA,Cucurbita_mixta
common_grape_vine,liparis
hypertonicity,prairie_berry
Martynia_fragrans,Pistacia_vera
