5000
order_Apterygiformes,flacourtia_family
hodoscope,factor_of_safety
Mexican_flameleaf,Phylloxera_vitifoleae
Elizabeth_Cochrane_Seaman,skittle_alley
sudor,solidity
superfamily_Tyrannidae,genus_Tinea
lug,vellum
genus_Megalosaurus,windup
decontamination,Franz_Lehar
contadino,push_button
save,Mark_Hopkins
rigidness,internal_drive
dropout,Phlox_subulata
rhinitis,guitarist
alarum,elephant_yam
kangaroo_court,tie-in
Eira_barbara,crazy_quilt
Kalmia_angustifolia,Francis_II
Virginia_mallow,capital_of_Michigan
Dawson's_encephalitis,tablespoonful
membrane,Cannabis_indica
Digitaria_sanguinalis,krait
pubic_bone,misogamy
ben,househusband
oxime,bowler
althea,Epistle_to_the_Colossians
lincomycin,carnality
gas_system,element_115
acoustic_spectrum,balloting
bar_line,order_Cycadales
overcharge,indirection
Dekker,unsteadiness
September_elm,graphical_user_interface
certification,Richard_the_Lionheart
Melville_W._Fuller,decumary
Fukkianese,baccalaureate
Seven_Years'_War,equine_encephalitis
Nell_Gwynn,mystery
costume_designer,vacillator
recantation,potato_mildew
bluegill,class_Psilopsida
roselle,phone_tapper
dray,sciarid
Nigerian_capital,Gerard_Manley_Hopkins
spatiality,securities_market
Planck,stiff_gentian
prophylaxis,rope_yarn
Micruroides,Corot
Tchad,Mt
arteria_circumflexa_ilium,Renaissance
American_creeper,Ixodes_scapularis
entering,E._T._S._Walton
Photostat_machine,violist
sanitary_napkin,Lena
mastoid,ruffianism
boxershorts,day_bed
Kerry_blue_terrier,filibusterer
mental_measurement,comatulid
posterior_pituitary,Saint_Lawrence
cosmos,lekvar
grama_grass,genus_Pongamia
particle,Orthilia
Warlpiri,bonnet_shark
euchre,campylotropous_ovule
biohazard_suit,genus_Callirhoe
life_vest,packing_case
flying_school,hipped_roof
charcoal_gray,Sfax
independent_clause,galvanization
musculus_adductor_longus,EHF
varan,locution
citation_form,Carduelis
carpenter's_mallet,fornication
Malcolm_Little,Yeddo
Ken.,iconology
capital_of_Laos,stipend
genus_Spheniscus,owner-driver
ignition_system,Mobula
proceeding,car_traffic
AIDS,auto_factory
common_starling,suite
pork_loin,nicety
Mitchella,orange_yellow
binary_system,entrenching_tool
Lithocarpus_glaber,crossbencher
saran,Sabbath
cisco,synthetic_resin
true_frog,nodding_wild_onion
play_list,War_to_End_War
ponycart,wattle
mistranslation,Vanderbilt
Sir_John_Tenniel,nabothian_follicle
personnel_casualty,pectin
eardrum,primping
white_maire,Snake_River
cognitive_state,labour_pains
galingale,caleche
Farrell,Tinamiformes
Hilary_Clinton,Catharanthus_roseus
silverback,junk_bond
tiddlywinks,incorruptness
Indra,licorice_root
Falco_columbarius,white_violet
decadence,aril
priesthood,Lindera_benzoin
bus_line,get-up-and-go
feat,Aspergillus
Hermannia_verticillata,Mitterrand
Petaurista,Costa_Rican
slam_dance,categorical_imperative
Shetland_wool,fluorescein
fatherland,souvlakia
Bevin,object_of_the_verb
roast,Bertolucci
religious,marriage_contract
stemma,Angiospermae
casting_lots,Kentucky_wonder_bean
Bronx,Paul_Adrien_Maurice_Dirac
KBO,climbing_lily
tragedian,name
abdominal_actinomycosis,Olivier
Aalborg,Eurasian_otter
scarlet_oak,hot_stuffed_tomato
radiation_sickness,finale
pesticide,Artemisia_annua
Frederic_Francois_Chopin,worrywart
soybean_meal,keeper
cheerleader,bumper_jack
Foreign_Intelligence_Surveillance_Act,Union_of_Serbia_and_Montenegro
inopportuneness,abdominal
broncobuster,interview
digestibility,Goldsboro
Rhinobatidae,bottle_bill
class_Hirudinea,whirligig
wet_bar,felt_tip
St._Thomas_a_Becket,honey_bell
family_Hippoboscidae,Logan
Hohenlinden,Capitol_Building
flowerbed,musing
Brahman,Mesembryanthemum_edule
lip_synch,Halifax
Tobey,string_orchestra
inferior_labial_vein,lone_wolf
Howells,Phaseolus_acutifolius_latifolius
moldiness,keratosis_pilaris
Eumeces_skiltonianus,Pinus_pinea
eau_de_toilette,landfill
banana_skin,atomic_number_75
meadow_spikemoss,Pteris_multifida
shigellosis,hatchet_job
vulgarisation,chick
frosting,Schwann
south_southwest,Forficula_auricularia
silt,noticer
welfare,gameboard
rent-seeking,iron_disulfide
Pascha,ECM
ponderousness,Chaim_Weizmann
Mt._Olympus,giro_account
cruise,fascism
SI,Nova_Scotia_salmon
liquid_soap,atmometer
trigonum_cerebrale,Humpty_Dumpty
linkup,corrugation
quantum_field_theory,genus_Zostera
bedding_plant,konini
stinking_wattle,food_for_thought
audacity,Tom_and_Jerry
fireman,Bank_of_England
Aricara,Pays_de_la_Loire
properness,buffalo_wing
gimel,bird
juice_reamer,bar_billiards
milk_of_magnesia,civil_action
Chamaeleon,Arthur_Compton
ipsedixitism,genus_Heteroscelus
climbing_bird's_nest_fern,auteur
genus_Sardinops,hausmannite
numbers_game,Seward's_Folly
arteria_lienalis,penance
zealot,Librium
taffeta,Cricetus
Aristotelian_logic,Mahomet
Francisco_Fernandez_Cordoba,diaglyph
Oenanthe,beehive
national_debt_ceiling,battle_of_Marston_Moor
freight_elevator,Utu
soubriquet,shark-liver_oil
hay_conditioner,arboretum
dramatic_event,Latinian_language
charley-horse,genus_Synaptomys
cash_equivalent,osso_buco
inhabitancy,North_Germanic_language
Schistosomatidae,Sussex
profoundness,mustache
embryonal_rhabdomyosarcoma,animal
Averrhoa_bilimbi,Swiss_Confederation
collusion,burn_mark
counterrevolutionary,echinococcosis
light_ballast,jordan_almond
Vertebrata,Cronartium
Roger_Sessions,mishegoss
ground,lusciousness
Amianthum_muscaetoxicum,Maine
guestroom,blackmailer
geographical_zone,choirboy
nerves,consumer
eyeshade,seism
Aphyllanthaceae,Moirai
clog_dancer,poke_check
eczema_marginatum,Bessy_cerca
antheridium,creole
regular_hexagon,chewink
psychotherapy_group,animal_material
respiratory_center,bean_trefoil
centripetal_force,Farmington
train_oil,red_pimpernel
trike,engagement
Antarctic_Zone,Anthus_pratensis
chicken_farm,Lycopsida
linguistic_scientist,genus_Dasyatis
kanamycin,vandal
mumbler,Greta_Garbo
Sequoia_gigantea,stickball_game
spin_the_bottle,spirit_rapping
mot,steepness
genus_Embothrium,piscary
milliampere,corporation
overspill,peripheral_vision
silicle,swamp_dewberry
John_Bull,Spanish_lime_tree
hopeful,Surinam
trip_wire,stone_cress
amenities,Sanson-Flamsteed_projection
distributer,Ameiuridae
dissociative_disorder,caspase-mediated_cell_death
packing_box,Vilno
Schuller-Christian_disease,Rumex_acetosella
Andrei_Markov,bedlamite
nursery,naval_engineering
rhizome,atmospheric_static
chewink,stretch_receptor
water-cooled_reactor,Baron_Wilhelm_von_Humboldt
Algerian_dinar,codpiece
Lake_St._Clair,dismantling
green_bean,Sparaxis
recessive_allele,disturber
deictic,cockle-bur
open-face_sandwich,cashmere
Andean_condor,radio
landscape_painting,menstrual_blood
cellophane,sociopath
collarbone,Chagall
exam,pyloric_vein
colorimetric_analysis,rocketry
adhesive_material,ketchup
Arab-Berbers,Pierre_Athanase_Larousse
Mary_Morse_Baker_Eddy,periphery
rosefish,chestnut
Virgo,relay_race
sq_ft,Afroasiatic_language
news_agency,genus_Acanthurus
youngster,Tarsioidea
direct_action,genus_Tiarella
polydipsia,logistic_support
A._E._Housman,trouser_leg
haversack,syndrome
Cotopaxi,Islamic_Community
disfranchisement,Hesperiphona_vespertina
dementia,tachina_fly
rough_bristlegrass,genus_Packera
trout_lily,parcelling
Duke_of_Edinburgh,Notostraca
division_Protista,litterer
chemical_analysis,minimalism
crosshatch,steriliser
Cote_d'Ivoire_franc,New_Year's
survivalist,quixotism
vice-presidency,saber
cuboidal_cell,Jean-Baptiste_Poquelin
foryml,Rudolf_Virchow
Atlantic_herring,pacifist
moulin,optic
order_Cydippidea,Guadeloupe
Dragunov,transverse_muscle_of_abdomen
Welsh_onion,agalactosis
terminable_interest,beefcake
conjoined_twin,metallurgist
genus_Alliaria,clothes_closet
prepositional_object,Scandinavian_Peninsula
Luther_Burbank,quickstep
roughleg,Fyodor_Mikhailovich_Dostoyevsky
Dewey,multivalency
hysteric,Lipizzan
Lovoa_klaineana,centre_of_curvature
Old_Colony,Euphagus
Coca_Cola,anestrum
block_grant,arachnoid
genus_Mitchella,David_Roland_Smith
Regulus_satrata,lee_side
Henry_Tudor,Andre_Gide
gun_for_hire,critter
cold_weather,vanity
desert_lynx,Ficus_religiosa
tort,Psilophytaceae
jangle,stool_test
hearing_impairment,Cheiranthus_allionii
fish_fuddle,oil_pressure
coat_tree,tombac
loddon_pondweed,tea-like_drink
stinginess,suspense
John_Glenn,leucocytosis
pleb,Nova_salmon
Shaaban,hotchpotch
white_perch,swaggerer
exponential_series,child_molester
ruddy_duck,Thomas_Jonathan_Jackson
Hastings,thriller
Raffaello_Sanzio,breadroot
upending,rowlock
claim,sagebrush_buttercup
order_Plecoptera,pooch
panchayat,housing_project
deictic_word,readmission
genus_Najas,horn_button
soup,Santa
fox-trot,clan
polly_fish,Pushtun
zill,target_company
roomer,family_Strelitziaceae
Dactylopteridae,phosphoprotein
power_steering,Stanley_Baldwin
lodestar,stunner
martin,data_hierarchy
genus_Hyla,Ottoman
ED,genus_Ceratonia
ague_weed,sublimity
solar_facula,Christmas_cake
minor_tranquilliser,bandelet
nucleus_niger,Sea_of_Marmara
metabolic_rate,chat_room
company_man,blood_test
John_Barth,alpha-naphthol
family_Platycephalidae,Oder
bay_lynx,supercharger
thyroid_hormone,conversancy
mastitis,Gardenia_jasminoides
mass_spectrum,Hypentelium_nigricans
CDC,Nestor_Paz_Zamora_Commission
family_Haemodoraceae,Seriphidium_canum
gustatory_modality,Airedale_terrier
mayoress,Crataegus_oxycantha
Ferrara,ring-necked_pheasant
teiid,jamming
Home_Secretary,messmate
destroyer_escort,lymphocytic_choriomeningitis
Anglian,electrologist
fiberoptics,kleptomania
away_game,cobber
z-axis,bragging
golf_links,drum_printer
Gresham,Polska
Tecumseh,Yugoslavia
billet,Ornithogalum_umbellatum
Qassam_Brigades,swampy_beggar-ticks
Albugo,irritability
Pezophaps,Bovidae
Senhor,Microtus_pennsylvaticus
Down's_syndrome,bible_leaf
Versace,Olea
boxing_ring,foretop
Cross,large_crabgrass
Plavix,Tammany_Society
Edith_Newbold_Jones_Wharton,James_Naismith
scaliness,Britisher
Zinfandel,legion
Nepal,lady's_leek
Percoidea,titbit
spontaneousness,shogunate
nephelinite,sea_chub
demand_for_identification,Bambusa
cod,Czar_Peter_I
matron_of_honor,turbinal
denturist,water-skiing
Yugoslavian_monetary_unit,Rb
tobacco_shop,silverbell_tree
Mancunian,public_property
Aare,Heteranthera
common_comfrey,compulsive
pilot_program,Acipenser
type_genus,Wolfgang_Amadeus_Mozart
Howard_Carter,superfamily_Muroidea
incredibility,bursary
beep,cross-country_jumping
typewriter_ribbon,inquiring
printing_operation,Russell's_body
naiad,characin
microcosm,beatniks
Iglesias,sewer_system
malicious_mischief,Flexeril
pencil_sharpener,field
spirometry,Alsobia
Franklin,center_bit
county,bossism
nitrochloromethane,Ederle
webworm_moth,co-pilot
minimisation,navigator
squash_pie,ammonium_carbamate
water_on_the_knee,battle_of_Tewkesbury
good_story,angling
health,subclass_Archosauria
King_of_the_Germans,crown
John_Cabot,morning_sickness
genus_Lepisma,operculum
Gentianopsis_crinita,Dacrycarpus_dacrydioides
Agrostis_alba,djinni
debt_instrument,cordiality
Scrophulariales,doorknocker
Wolffiella,genus_Bryum
Drixoral,family_Salicaceae
Cacalia_javanica,washbowl
atomic_number_93,overlay
revivification,Monarda_fistulosa
ectasis,yellow_jasmine
easygoingness,cardiac_rhythm
bolster,bacillary_dysentery
airing,kerugma
service_contract,orientation_course
Malpighi,clotted_cream
vapor_density,lip
Tishah_b'Ab,misdemeanor
Verrazano_Narrows,Eccles
Euryalida,celestial_equator
voyager,chewing_out
antimicrobial,genus_Solenopsis
Ethel_Barrymore,three-point_landing
Mujahedeen_Khalq,curse
massiveness,ignition_system
perfect_pitch,burnouse
immotility,naval_engineer
genus_Pholiota,Liriodendron
Seidlitz_powder,meniscectomy
Zambezi,Sir_William_Huggins
Shawnee_salad,record_book
common_staghorn_fern,deltoid_tuberosity
divestiture,Prunus_susquehanae
Department_of_Agriculture,MF
ventilation_shaft,Pyrethrum
meteorological_balloon,jerboa_rat
listlessness,clop
loge,genus_Gypsophila
lost,Vice_President_of_the_United_States
shekels,cockney
marbling,monocycle
Venetia,Selkirk
soupiness,petty_juror
pre-emptive_strike,Vidal
Muhlenbergia,Grand_Prix
stupor,gametangium
nowness,vertebral_artery
Joseph_Joachim,Lesotho_monetary_unit
irreality,Anacyclus
odds_and_ends,family_Myrsinaceae
cum,gallant
kale,Messiah
Tamarindus_indica,inferior_court
musical_notation,Phylloxera
aquaplane,Revolutionary_Organization_of_Socialist_Muslims
joss_house,upright
machine_rifle,sanicle
closed_chain,animal_foot
purple-flowering_raspberry,Platypoecilus
Quercus_arizonica,myelocyte
Cercidiphyllum,proctalgia
dawn_horse,sedan_chair
northern_shrike,Cabbala
sand_devil's_claw,marine_mussel
goodbye,Salsola_kali_tenuifolia
bladderwort_family,clockwise_rotation
timeless_existence,suborder_Osteostraci
garbageman,wool_grass
grass_roots,Gemini_the_Twins
inosculation,Eucalyptus_amygdalina
Cassegrainian_telescope,greylag
trimaran,Hyoscyamus_muticus
newswriter,ecumenicism
Mount_Sherman,translation
impeccability,reading_assignment
groundsel_tree,oxytetracycline_hydrochloride
workhorse,genus_Archosargus
Immaculate_Conception,family_Clethraceae
taste-maker,dwarf_banana
vulgarity,polarography
poignance,genus_Beaumontia
striped_killifish,Finno-Ugrian
palatine_tonsil,Ladrone_Islands
cold_rubber,Katowice
Jahweh,genus_Pouteria
multistage_rocket,dative_bond
spongillafly,Wilhelm_Ostwald
police_lineup,counterclaim
sandiness,Sarracenia_purpurea
catchall,Rosellinia
square_dancer,stamping_mill
genus_Lotus,pincushion_hakea
ichneumon,camail
disembarrassment,dwarf_chinquapin_oak
Thomas_Crawford,dumpsite
Government_Printing_Office,Frederick_Douglass
Satureja_calamintha_glandulosa,empiricism
Brazos_River,Chester_A._Arthur
Vaccinium_angustifolium,sea-level_pressure
Kenyan_shilling,administrative_unit
genus_Dracula,Emile_Gaboriau
scale_moss,attic_fan
Gary,Simon_Kuznets
sculling,bristliness
basal_body_temperature,bissextile_year
PFLP,Egyptian_corn
Gomphotherium,Gaius_Plinius_Caecilius_Secundus
echo_sounder,sparkling_water
silkiness,common_bamboo
cremation_chamber,flame-flower
leaf_bug,tahini
DINK,personal_property
tongue_worm,intermittent_claudication
pitfall,brass_instrument
genus_Loxoma,keystroke
phimosis,dyeweed
Fosamax,Gypsophila
genus_Lactophrys,Poinciana_pulcherrima
War_Secretary,red-eyed_vireo
cupel,deskman
factory_price,marquis
Menispermum,cardsharper
air_base,human_paleontology
verifier,craving
immediate_apprehension,Linotype_machine
Lammastide,Sphenisciformes
cambric_tea,granadilla_tree
hyperon,Luddite
Georgiana_Emma_Barrymore,sperm
sheaf,cudweed
black_spot,withstander
ionization_chamber,mag
space_capsule,Ramphastidae
genus_Podargus,written_record
Congress_of_Industrial_Organizations,Ethiopian_monetary_unit
junketing,Casuariiformes
family_Ctenizidae,sorbet
Palmer_Peninsula,visual_impairment
painful_sensation,letterman
cytochrome_c,Nothosauria
national_holiday,authenticator
olfactory_property,Admiralty_Range
sandstorm,excitation
gynophore,mock
demand-pull_inflation,wilting
personal_care,bankbook
common_dolphin,subscription_warrant
Prairie_State,Chaucer
genus_Castanopsis,decorum
dry_season,Ostrya_virginiana
fishmonger,waterpower
myocardiopathy,seignior
dog_catcher,Florentine
order_Mucorales,cherrystone
goy,kike
perchloromethane,Pellaea_ornithopus
chromite,Elizabeth_Peabody
political_action_committee,Burundi
enlisted_officer,musculus_intercostalis
Mycelia_Sterilia,black_swan
homonymy,discharge
wage_earner,Interior
aortic_valve,anklets
hemiplegia,Lund
satinwood_tree,underwing
sympathetic_vibration,Dame_Rebecca_West
Blessed_Virgin,caffein_addiction
unavoidability,malacca
swan_orchid,Phaeophyceae
downswing,cheesecloth
bill_of_sale,New_World_tapir
Hottentot,reductionism
seizing,chemistry_laboratory
swami,Tobias_Smollett
genus_Taraktogenos,Domenikos_Theotocopoulos
apple_canker,burial_site
GI_tract,Antoine_Laurent_Lavoisier
cream_puff,Madras
crouton,upgrade
Saint_Maarten,Nuptse
deoxythymidine,Arthropteris
frontier,heterometabolism
nicotine_poisoning,Humber_Bridge
Uranus,capital_of_Red_China
free_press,Galbulidae
Jan_Hus,collyrium
mucocutaneous_lymph_node_syndrome,Pastinaca_sativa
Al_Nathir,aggregation
bilateral_descent,automobile_trunk
depths,staghorn_fern
crusade,Chinese_white_cabbage
Charles_Edward_Berry,Alpine_scurvy
ignition_interlock,ecosystem
verifier,Aplysia
taurine,gleaner
civil_law,groove
brush_kangaroo,apatosaurus
telephone_unit,backbeat
hootch,ersatz
Fifth_Crusade,crowding
Robinia,solubility
loan_application,northern_barramundi
unfeelingness,planetarium
Vancouver,fauld
XXY-syndrome,Bernard_Mannes_Baruch
Hirudo_medicinalis,picture_element
rivet_line,gathering
positivist,Heidegger
wild_senna,powdery_mildew
vinifera,Rh_positive
Lente_Iletin,family_Mustelidae
Empire_State_of_the_South,wearer
simony,morality
metier,Nothofagus_procera
research_staff,lettercard
quiz_program,Phalaris_arundinacea
gravitational_attraction,Arctonyx
loading_area,dress_blues
malfeasance,Almaty
pruning_shears,pycnogonid
Sphyraena,cohune_oil
sleekness,Cnidoscolus_urens
one-armed_bandit,common_horehound
Daricon,jet_plane
enophile,quatrain
Mexican_beaded_lizard,reassignment
troubadour,flexible_sigmoidoscope
coating,Callophis
plough,parsimoniousness
Leccinum,Celosia_argentea_cristata
order_Rubiales,conic_projection
Versed,dish
Protium,shrug
order_Ornithischia,raster
Isordil,gas_pedal
civil_censorship,atmospheric_condition
windbreak,J._B._S._Haldane
wall_tent,moloch
algebra,family_Phoeniculidae
Friuli-Venezia_Giulia,colour_television_tube
petitio,strip_mining
suffering,genus_Arachis
idiom,woolly_monkey
Vesta,system_of_macrophages
mecca,incident
mottle,woad
sectarist,ticket_office
incest,Lotus_americanus
nalorphine,catnip
mackerel,Altay_Mountains
Strelitziaceae,tetrahydrocannabinol
order_Actinomycetales,September
furniture_maker,blue_point
return_address,irresistible_impulse
spurge_laurel,harmattan
occupation,oversupply
hallucinosis,anxiolytic_drug
odd_fish,anthropoid
Leptoglossus,Dryopteris_filix-mas
Langue_d'oc_French,Reye's_syndrome
ham_sandwich,darner
Hosea,Branchiostomidae
ganoin,coffee_cake
genus_Hirudo,HDTV
daylight_saving,genus_Mytilus
false_sarsaparilla,splenomegaly
XVIII,Euphorbia
Ochotonidae,roach_holder
storksbill,Marquis_de_Condorcet
hyperbole,twenty-two
Magellanic_Cloud,red_wine
racing_circuit,Henry_Ford_II
spadefoot_toad,Old_Style_calendar
nightclub,Lermontov
system_of_macrophages,arch_support
kurchi,Boston_terrier
Clyde_William_Tombaugh,rood
jail_cell,permanganate
Kogia_breviceps,Cuban_spinach
lead_bank,turnstile
Johann_Strauss,Rhyniaceae
velours,Brachystegia_speciformis
whistling_marmot,second_best
Crassostrea,Ophrys_sphegodes
engineering_science,rainmaking
Ceftin,genus_Entomophthora
Marquis_de_Condorcet,Occam
Cody,Centropus_phasianinus
kurus,Diatomophyceae
Recent,Carpocapsa_pomonella
Cali_cartel,viatication
sports_implement,Maalox
executive_agency,Trichinella_spiralis
inertial_mass,Parus_carolinensis
looking_for,poulet
Baldr,surfbird
caper_spurge,Hansen's_disease
milliliter,three-piece_suit
seasonableness,Fourier
decimation,Cape_Ann
genus_Cuniculus,mid-sixties
hydroxychloroquine,spironolactone
sudatory,Agrimonia_procera
voltaic_cell,Dalton's_law
troglodyte,imperfection
Hamburg,plywood
shipmate,genus_Scutigerella
subtrahend,William_Carlos_Williams
arrival_gate,Cucurbita_pepo
Old_Bulgarian,latchkey_child
pole_star,Ardea
relativistic_mass,Francisco_de_Goya
hepatic_portal_vein,diamante
major_tranquilliser,caller-up
death_wish,genus_Hydrochoerus
summercaters,fringe_benefit
finance_company,Eugene_V._Debs
blister_beetle,Sir_James_Paul_McCartney
mitt,Abyssinian_banana
Spanish_paprika,baddie
Veronica_michauxii,unction
intermaxillary_suture,Cinchona_cordifolia
alluvial_soil,Siouan
family_Capparidaceae,Marx_Brothers
wheat,finishing
hiking,George_Washington_Carver
tum,quasi-stellar_radio_source
rinse,Caucasian_walnut
family_Caricaceae,embryonal_carcinoma
subdivision_Ginkgophyta,citrophilous_mealybug
short_covering,gidgee
substantia_grisea,Yue_dialect
mortgage_application,fishing_vessel
Smith,Malvastrum_coccineum
duty_period,ophiolatry
theorisation,expected_value
fusee_drive,Requiem
lynch_mob,internationalism
brainpower,pinnule
Novocain,inundation
common_unicorn_plant,eraser
indelible_ink,Cape_buffalo
dumdum,services
muscle_sense,nephrotoxin
Selaginellaceae,anorchia
Heinrich_Hertz,actualisation
spongioblast,Elagatis_bipinnulata
Eumenides,car_bomb
vitamin_A2,pirate_flag
automobile_industry,white_daisy
Zb,Schweiz
good-by,American_Revolutionary_War
dislocation,adduct
delinquent,magenta
Irish_punt,Palinuridae
line_of_Saturn,United_States_waters
morphological_rule,flame-flower
wheat_germ,bath_towel
topolatry,closing_curtain
crude,satyr_play
spatter,duodenum
freewoman,folks
idling,Hallel
citron_tree,operand
Eucharist,accessory_hemiazygous_vein
minke_whale,Apalachicola_River
construction_industry,Carcharhinus
flue_stop,Roy_Orbison
Scomberomorus_maculatus,atomic_number_1
flare_pass,Katar
Fagopyrum_esculentum,vertical_bank
servant,British_pound_sterling
ratting,samsara
Goma,bead_tree
have,overheating
coppersmith,class_feeling
wild_spinach,dB
seigniory,diaper_rash
grandeur,north_northeast
briefcase_bomb,gibbosity
shegetz,owlet_moth
galago,Polypodium_virgianum
epicanthic_fold,koppie
radiopacity,lease-lend
yellow-fever_mosquito,pond-scum_parasite
genus_Hamamelidoxylon,appointee
wrongful_death,fore_plane
cucumber,tadalafil
stone_wall,ennoblement
suricate,pinning
family_Alcedinidae,DCI
striving,cordon_bleu
rpm,Spizella
dwarf_mulberry,lap_of_honour
Northern_Marianas,Copley
double_sharp,discussant
Stanley_Smith_Stevens,Melkite
beading_plane,Myrciaria_cauliflora
underlayment,parking_space
economy,weald
Bering_Standard_Time,colonialism
bell-like_call,rose_leek
integrating,Joao_Pessoa
coal_shovel,Basidiomycotina
large_cranberry,three_year_old
globe_amaranth,Mayenne
ramie,gust
breadfruit_tree,puddle
red-eyed_vireo,Persian_Empire
genus_Aglaonema,Shanghai_dialect
genus_Sarcoptes,salad_cream
manifestation,tenderizer
access_road,holograph
law_of_partial_pressures,referent
Presbyterianism,rattlesnake_master
vigor,Lamellicornia
Ambrosiaceae,thrombopenia
orchestra_pit,gasp
narcosis,septum
mydriatic_drug,Larium
quahog,carpel
unbelief,genus_Strongylodon
wait,ballet_company
lining,nattiness
polychete,flying_gecko
reaction_formation,Pericallis
palanquin,Second_Epistle_of_Paul_the_Apostle_to_Timothy
oriel,New_Zealand_cotton
trigonometrician,chiralgia
palimony,Neoceratodus_forsteri
Commission_on_Human_Rights,hang_gliding
radiant_energy,order_Odonata
chelicera,loveliness
Lutrinae,slow_virus
salt_marsh_mallow,protective_garment
Constantine_I,undies
dark_red,almond_crescent
crooked-stemmed_aster,physiological_reaction
solid_figure,Sephardic_Jew
constitutionalism,Lupinus_arboreus
titration,cinnamon_snail
prickly_shield_fern,killifish
old_maid_flower,arms_manufacturer
methyl_ethyl_ketone,love-philter
O.K.,finances
honey_cake,anaclitic_depression
Santiago,mierkat
information_science,genus_Priacanthus
gnocchi,periodontitis
resplendent_quetzel,Calvary_clover
genus_Nepeta,postage_stamp
pressure_sensation,white-rumped_shrike
digestive,seif_dune
chromosomal_mutation,copepod
peg,symphonic_poem
adulteration,mooring_tower
vestibular_vein,pruritus
family_Echeneididae,inkblot
screwing,Maratha
Oklahoman,Fatimah
genus_Carya,bromine
marguerite_daisy,anime
family_Nyssaceae,ozonide
scarcity,philistine
lawfulness,Teilhard_de_Chardin
Sphyraenidae,Sir_John_Frederick_William_Herschel
cartilaginous_tube,cataloguer
penicillin,Lemnos
huffiness,Vicomte_de_Chateaubriand
William_Somerset_Maugham,Kandinski
weapons_emplacement,theory_of_electrolytic_dissociation
Alger,Ull
Verne,stanza
banger,air_mattress
satin_flower,Zb
isarithm,slideway
glasswort,whacko
xerox_copy,kiss-me-over-the-garden-gate
Thomas_Hopkins_Gallaudet,ejection_seat
power_of_attorney,nolo_contendere
Woody_Allen,musculus_transversalis_abdominis
pneumococcus,eating_apple
lithomancy,Myrdal
expectation,fugitive_from_justice
Bride,tetra
Apalachicola_River,dwarf_astilbe
yellow_honeysuckle,group_Centrospermae
offensive_activity,Chasidism
bottle_tree,coterie
family_Amphioxidae,ablative_case
cheval-de-frise,purple-flowering_raspberry
genus_Lyginopteris,leaf_bud
heating_pad,re-echo
human_face,lamb_roast
C.P.U.,vena_cava
Parus_carolinensis,Graves
Tibicen,close_corporation
Isle_Royal_National_Park,jar
family_Leitneriaceae,disassortative_mating
Guinea_grains,Faustus
pouched_rat,phase_III
Trema,lm
light_whipping_cream,Juno
extrasensory_perception,evil_eye
genus_Stachys,slovenly_person
Clinton's_lily,lev
Greek_drachma,bottlebrush_buckeye
araroba,corduroy
portal_hypertension,Holy_Sacrament
steroid_alcohol,school_board
international_law_enforcement_agency,karate
Lycian,disk_operating_system
sniffle,straw_poll
Tagus,Garcinia_cambogia
synchronisation,saccharic_acid
vara,ski_wax
careen,sweatshop
goatsbeard,intensive
totalizer,cutter
lower_limit,cutlet
capon,family_Agavaceae
chevaux-de-frise,escape_expert
human_death,breadline
harikari,timeliness
Guevara,linguica
scientist,Barnum
grapefruit_juice,news_article
contemporaneity,testa
homing_torpedo,Oligocene
presidio,Dendroctonus
snipefish,screeching
heat_pump,carboxymethyl_cellulose
sundew_plant,black_cat
replaceability,gold_medal
purple_loosestrife,little_finger
Manilkara,arcus_senilis
food_color,coelacanth
couchette,boundlessness
Mount_Sherman,hysterics
exhaust_system,xerotes
Al,doyenne
countershot,genus_Stercorarius
wishfulness,thrombocytopenic_purpura
acetabulum,Grand_Teton_National_Park
cullis,patty-pan
capital_of_Maine,George_Gershwin
lie,hello
regulator,fete_day
capital_loss,Arabian_Nights'_Entertainment
drover,wiper_arm
filling,Arendt
thiopentobarbital_sodium,coastland
edibility,eyesore
greater_kudu,genus_Lycium
Andy_Warhol,push-down_stack
mason's_level,wineglass
gnarl,acromyotonia
penicillin,broadening
car_boot_sale,Turdus_merula
center_of_buoyancy,loo
Tolstoy,mutilator
Robert_Anson_Heinlein,large_tooth_aspen
Ketalar,Christmas_cactus
jambalaya,redcap
ruralism,surveyor's_level
Snoopy,Rhizopoda
Aquifoliaceae,female_sibling
ununbium,absurdity
galena,Phineas_Taylor_Barnum
brain_doctor,corporation
station_waggon,John_Robinson_Jeffers
asking,kitchen_island
battle_of_Cunaxa,genus_Blechnum
computing_machine,broom_grass
rocketry,family_Pleurobrachiidae
Krypterophaneron,William_H._Bonney
hedge_trimmer,incisure
nelfinavir,ratchet
stature,sounder
phrontistery,adrenal_cortical_steroid
sparkling_water,pataca
aneurysm,Pellaea_ornithopus
gastroenterologist,tare
vitamin_pill,Herodotus
ADHD,defence_system
Kogia_breviceps,bomb_blast
Advil,trip_wire
nescience,Indian_coral_tree
spallation,woolly_thistle
water_chinquapin,horned_pondweed
hexadecimal_system,United_States_Military_Academy
graham,informed_consent
phone_book,Pinsk
hepatic_duct,clash
pupil,Templar
bulkhead,literalism
genus_Syrrhaptes,John_Webster
symphilid,lambency
cold_cash,dance_lesson
genus_Entoloma,leafy_vegetable
Colette,athletic_competition
