5000
caraway_seed_bread,salal
Christmas_cake,herring
matron,iliolumbar_artery
camping,lemonwood_tree
ABLS,McGraw
tagging_program,hostile_witness
Photoblepharon,sweet_gum
gaolbird,abruption
nebbech,corpuscular_theory_of_light
reconnoitring,quilted_bedspread
sweet_pepperbush,gift_tax
Mohs_scale,Anabantidae
splitter,crampfish
scarabaeus,Coleonyx
crystallite,Kamasutra
nutmeg-yew,battle_of_Wagram
common_moonseed,annuity
stitchery,family_Patellidae
riparian_forest,adorableness
nonconductor,cleric
Tutu,roomie
Cyril_Northcote_Parkinson,Wisc.
silk-cotton_tree,pulling
suborder_Sauropodomorpha,logarithm
Spalax,tap-off
descensus_uteri,indentation
clothier,philosophers'_wool
twist,Yerevan
salvo,Cambrian_period
posterior_temporal_artery,NSWC
pi,avionics
Aiken,solicitousness
Mesembryanthemum_edule,jogging
blood_fluke,sour_cream
genus_Chamaedaphne,taint
farthingale,low_temperature
quasi_contract,clouding_up
flapper,genus_Dodonaea
buff,eyeglasses
kuri-chiku,Amen
abstractedness,Mongolic_language
tag_end,erythropoietin
vulgarism,center_fielder
rudderpost,common_spoonbill
unknown_region,Regulus_satrata
immateriality,PET_scanner
domestic_llama,covalency
jimdandy,collapsible_shelter
loxodrome,psychoanalyst
Machaeranthera,Adelgidae
tuatara,ABA_transit_number
hyperboloid,limner
cascade_transformer,Victoria
rapeseed,zooplankton
connecting_rod,Luchino_Visconti
springboard,life-style
lymphangiography,plastic_art
specimen_bottle,harebell
economics,death
costmary,manufactured_home
criminal_prosecution,characterization
tearaway,cube_root
radiotherapy_equipment,transforming_gene
tetherball,bile
pinball_game,honey_plant
Masticophis_bilineatus,Democratic-Republican_Party
enlisted_officer,biosynthesis
Chavez,traffic_lane
financial_center,MB
genus_Hyssopus,Polynesian
scrubs,Plantago_rugelii
workhouse,mahatma
lycaenid,typicality
Great_Divide,MSG
futtock_shroud,Canachites
click,minor_role
satin_bowerbird,compositeness
Parker,fencing_sword
chaenactis,Magellanic_Cloud
welt,kingmaker
light_ballast,crofter
Reims,regur_soil
William_Rose_Benet,rectifier
Newton's_third_law,audibleness
margosa,towline
Christian_Science,American_olive
spat,conglomeration
St._Ignatius,unfamiliarity
chocolate_eclair,B._F._Skinner
amen_cadence,seawater
informant,Rapid_City
point_in_time,night_life
genus_Peripatopsis,Rauwolfia_serpentina
Rocky_Mountain_spotted_fever,acumen
genus_Malaxis,Potamophis_striatula
falconry,meatman
Cecropia,insolence
rattlesnake_orchid,Harry_Houdini
stillness,Master_of_Science_in_Engineering
knapweed,security_intelligence
genus_Astragalus,pale
house_of_prostitution,hors_d'oeuvre
Fragaria_vesca,telephone
Afrikaner,flowchart
applecart,Safaqis
Henry_Hudson,Midrash
bitstock,Hebrew_lesson
Ares,Herman_Hollerith
little_theatre,dermatophytosis
hysterics,E._O._Lawrence
press_release,invalidness
Mideast,genus_Ramphomicron
cerebellar_vein,lemongrass
combustible,Yucca_elata
dashboard,Black_Vernacular_English
bacteriostasis,Terrapene
Gloriosa_superba,symptom
right_fielder,arcanum
Arthur_Meier_Schlesinger_Jr.,family_Meloidae
one-sixteenth,Cestum_veneris
Euthynnus_pelamis,leg_curling
voting_trust,synthetic_resin
cachet,blue_pickerel
subclass_Anapsida,theropod
constructivist,melilot
compiling,Kera
facial_recognition,Acer_glabrum
Tiffany_glass,breakfast_nook
heartiness,penny_arcade
Chief_Executive,widget
dinner_bell,Harold_Hirschsprung
order_Diptera,anthropometry
stage_door,sewing_machine
grace,copperplate
E._B._White,Madonna
sabaton,dyer's_weed
numbers_pool,bitt_pin
Updike,tetartanopia
Habenaria_bifolia,Stone
eastern_spruce,Gaius_Julius_Caesar
kingbird,rasp_fern
color_wheel,phellem
fowl_cholera,genus_Panthera
mouth,House_of_War
hairy_finger_grass,law_court
Tange,cranberry_sauce
adventitia,climax
pickup_truck,REM_sleep
great_knapweed,laager
Attacapa,entering
chicken_breast,foster_care
kokoi_venom,number
pyrogen,terbinafine
megacardia,family_Muscicapidae
Soweto,asafetida
micropyle,black_humor
tobacco_mildew,genus_Menura
lamina_arcus_vertebrae,hunting_spider
stumblebum,alkalinity
overhand_knot,mesohippus
Holy_War_Warriors,egg_fu_yung
political_prisoner,nervus_radialis
dock_worker,class_warfare
Dalmane,anise
gigantism,drug_war
base,American_organ
Russula,alkahest
Tursiops,Fraulein
rota,Tanganyika
linguistic_universal,dissembler
Spartina_pectinmata,tale
Platonic_body,band_saw
primitive_art,spathe_flower
nauseant,Spanish_pointer
pay_rate,embonpoint
family_Dipterocarpaceae,accessory_hemiazygos_vein
Chenopodium_vulvaria,appetiser
sea_bream,Tswana
ne_plus_ultra,roman_a_clef
burning_at_the_stake,Combretum_erythrophyllum
bulwark,family_Erethizontidae
guerdon,Allium_cernuum
Plethodon_vehiculum,Korean_velvet_grass
Johor,Coprinus_atramentarius
steakhouse,fugu
Lente_Insulin,fantan
Tyto_alba,Iguanidae
storeroom,haploid
lyric,contestee
First_Council_of_Constantinople,Amniota
Fritillaria_agrestis,boor
fine-tooth_comb,postal_clerk
cloze_test,Vicomte_de_Chateaubriand
goldie's_wood_fern,stonewort
talking_picture,Acanthuridae
connection,Academy_Award
palomino,genus_Argemone
Jonathan_Swift,milkwagon
Photinia_arbutifolia,Fermat
birdhouse,Chlamydera
palm_civet,Agropyron_pauciflorum
snowfall,genus_Peristedion
inflection,fast_reactor
tractableness,true_pine
atomic_number_55,phenomenology
genus_Mucor,archaicism
pi,bowtie
recess,hemorrhagic_cyst
feijoa_bush,producer_gas
Al,taster
Polygonatum_commutatum,Samoyed
ecdysis,star-of-Bethlehem
Sikorsky,Mary_Douglas_Leakey
Arenaria_caroliniana,pectoralis_minor
silky_oak,Patent_Office
kinesis,greenhouse
Falkner,Czar_Alexander_II
Atayalic,Aythya
Viverricula_indica,battleship
Luftwaffe,gloomy_Gus
Great_Russian,edible_asparagus
video_display,Leyte
municipal_center,Aaland_islands
Philip_Milton_Roth,gibbosity
Revolutionary_Organization_of_Socialist_Muslims,Ilex_glabra
Melina_Mercouri,Lablab
point_source,club_moss
croquet_equipment,evidence
medfly,wheeziness
unrelatedness,stilbestrol
Viola_tricolor_hortensis,Nast
infertility,Proteales
Rheum_emodi,white_dwarf_star
family_Salvadoraceae,percent_sign
Arthur_Holmes,corticosterone
nautical_linear_unit,genus_Pagurus
Arisaema_atrorubens,cheese_souffle
rampage,Ukrainian
nephelite,fruit_grower
haze,Scomberomorus_maculatus
tabular_array,canvasser
limited_edition,genus_Serratula
White_Russian,Gastrophryne_carolinensis
promulgator,language_teaching
felled_seam,must
searobin,square-dance_music
excrescence,latent_heat
Jamestown,tau_coefficient_of_correlation
cutting_board,a_la_carte
Bermuda_chub,common_knowledge
pig_bed,corbel_step
Tupaiidae,stomach_upset
bodily_structure,var
disk_cache,bottle-nosed_whale
haematoma,genus_Periplaneta
prescriptivism,hair_dryer
dress_whites,near_beer
shadow_show,bleaching_earth
white_tie,legalization
genus_Nerodia,hawk's-beard
Naples,frying_pan
Saprolegniales,cantala
gun_smoke,ideal_solid
purine,whiplash_injury
Zapotec,spandril
rump_roast,conducting
experimentalism,Bowdlerism
cords,ploughland
Humulus_japonicus,Bren
asparaginase,Giorgio_de_Chirico
St._Thomas_Aquinas,cobaltite
genus_Cetorhinus,Jacquinia_keyensis
tall,Theophrastaceae
campstool,ketoprofen
genus_Fremontia,penitentiary
churchgoer,ostensive_definition
German,clatter
Marcus_Ulpius_Traianus,Pterostylis
Charles_Taze_Russell,shard
Brazilian_monetary_unit,Eames
Marini,red_juniper
Silurus_glanis,morsel
bimonthly,beta-adrenoceptor
Curie,cryptogram
Thomas_Augustus_Watson,Frigga
Saxony,pry_bar
hoop,Icarus
garner,optic_tract
earmuff,solo_blast
curtain_ring,barilla
prostration,class_Lycopsida
sociable,esurience
coagulation,genus-Fenusa
basketball_equipment,Gothic_romancer
photoconductivity,Sitwell
de_Spinoza,Turkestan
24-karat_gold,Sparmannia
sphenoid_bone,doxology
stunt_pilot,backlash
white_rust,gene_chip
Liam_O'Flaherty,army_tank
brioche,white_vitriol
fanlight,tubeless
memorial_park,water_development
right_gastric_artery,Acris_gryllus
committal_to_memory,bagel
capital_ship,Podocarpus_spicata
isoagglutinin,Ajuga
hyperfocal_distance,genus_Drosophila
Stoker,genus_Trichys
genus_Alsophila,upper_berth
manicotti,Boletellus
scamper,variola_major_virus
crow's_foot,Gambier_Islands
Hermann_Maurice_Saxe,Elizabethan
cefoperazone,James_Murray
steam,spree_killer
Lolium,knucklehead
physical_therapy,sodium_carbonate
warship,sweat
lux,great_blue_shark
Peter_Alexander_Ustinov,Tuileries_Gardens
fan_palm,shoulder_strap
shaggy_cap,alkylbenzenesulfonate
guinea_flower,somataesthesis
simvastatin,peacefulness
genus_Eriophyllum,musher
frog_legs,Earl_Russell
Sea_of_Azoff,bassinet
Laramie,glutinosity
developmental_learning,amphibian
open_circuit,externality
William_Crawford_Gorgas,epigraphy
code_of_behavior,diversification
restlessness,genus_Kalotermes
Sao_Goncalo,nymphet
hadrosaurus,neurodermatitis
genus_Ichthyosaurus,interior_decorator
mariposa_tulip,close_supporting_fire
dissident,tormenter
genus_Fungia,Master_of_Laws
double_dipping,cirripede
Pocatello,instant_coffee
Euclidean_axiom,U.S._National_Library_of_Medicine
backhoe,tea_rose
Weddell_Sea,cocoon
Mycostatin,cat_flea
Bangla_Desh,jetty
hook_shot,egg_foo_yong
genus_Macleaya,family_Anabantidae
Gaylussacia_frondosa,bog_rein_orchid
pantheist,court_of_justice
houhere,Jungermanniaceae
Melampsora,Bernoulli_distribution
Lavoisier,whoosh
testing,propanolol
safety_bolt,Persephone
cytochrome,juncture
propanoic_acid,cow_man
statuette,criminology
coloring_book,Thomas_Tallis
The_Virgin,pocket_flask
teetertotter,power_failure
zygote,Palaemonidae
metacentre,Saint_Paul
Atlantic_herring,order_Myxosporidia
Vespertilio,stripping
culm,necrotizing_enterocolitis
catechumen,C-reactive_protein
long_bone,Dali
lemonwood_tree,newsprint
Biscayne_Bay,chateau
auto_maker,current
canafistola,roly-poly
tellurium,meralgia
general_election,Pterosauria
TV_audience,manger
genus_Hoya,Romanesque_architecture
Pitt_the_Elder,Lachnolaimus
guttural,sensitometer
Jr,visceral_leishmaniasis
personal_judgment,transferability
sprawling,bentwood
exterminator,button_snakeroot
nerve_plexus,officer's_mess
swash,parson's_nose
moldiness,dacoity
won-lost_record,mercantile_agency
Retama,purchase_order
Ayn_Rand,caddis-fly
Pound,courtesy
Turcoman,superorder_Acanthopterygii
hydrogel,publishing
Myxobacteriaceae,sprouting
strange_quark,David_Barnard_Steinman
entity,Tree
theme,racon
theory_of_inheritance,double_cross
Ebenales,subfamily_Emberizidae
effortfulness,CSIS
Amaranthus_spinosus,Peter_Mark_Roget
pteropogon,genus_Nycticebus
plantain,woolsorter's_disease
diary_keeper,dispatch
sensitive,shuffleboard
Aesop,corrugation
taper_file,Pluteus_magnus
karyolysis,lip_fern
micropaleontology,jib
army_unit,Euronithopoda
Pierre_Charles_L'Enfant,billy_club
clavus,depository_financial_institution
Rh_antibody,knitwear
application_program,layover
farce_comedy,diabolatry
horse_fancier,Book_of_Job
Agriculture_Secretary,MN
Barbados_pride,Lysiloma_bahamensis
barrier_strip,Dionaea
Ramsay_Hunt_syndrome,rabbinate
propensity,miso
skew_arch,Bomarea
Mount_Rushmore_State,Crius
back_judge,United_Society_of_Believers_in_Christ's_Second_Appearing
MIT,Titus_Flavius_Vespasianus
pound_cake,hot_chocolate
parricide,limpidity
static_electricity,whereabouts
Parietaria_difussa,arroyo
Cupid's_itch,genus_Inachis
digestion,glister
two-piece_suit,Procavia
Mormon_Tabernacle,buckler_fern
Apocynum_pumilum,oxytocic_drug
overhand_pitch,laundry_cart
Australian_nettle_tree,saint
Crataegus_crus-galli,drinking_fountain
perdurability,coast_rhododendron
Dhu_al-Hijjah,chloramine-T
Southern_Baptist,Lipscomb
art_exhibition,ebony_family
functionary,Thomas_Kennerly_Wolfe_Jr.
maraschino_liqueur,Oersted
bookstall,pubic_region
Ursidae,cushion
family_Rhinolophidae,attendance_check
Guinea_pepper,Everest
ashram,nontricyclic_drug
overtime_period,loose-leaf_lettuce
contriver,bossism
run-up,ghost_dance
willful_neglect,divider
Seneca_Lake,Mt._McKinley
1900s,Siam
kidskin,carver
Polyprion_americanus,beef_tenderloin
Irish_capital,soundlessness
process_cheese,Keflin
rip_current,living-room_set
electronics,Composite_order
distribution_list,chatter_mark
desperate_measure,Yukon_River
massed_fire,marsh
emotionalism,barytone
genus_Necturus,capital_of_Kyrgyzstan
Prinival,centralisation
incorruptness,shim
cooperativeness,kerosene_heater
Melanogrammus_aeglefinus,Springfield
California_sycamore,esophagogastric_junction
genus_Oecanthus,Heliothis
Lochaber_ax,practicableness
levulose,shooting_lodge
Gilbert_Charles_Stuart,adience
accompanist,superficial_middle_cerebral_vein
spotted_fever,Desmograthus
Vladimir_Ilyich_Ulyanov,Wolffiella_gladiata
silly,coauthor
Fast_of_Tammuz,Peramelidae
Chamaea,fatigues
iodoprotein,krill
genus_Desmidium,hot_pepper
giant_potato_creeper,dither
contemporary_world,Potos
dumbwaiter,Chytridiales
woolsorter's_pneumonia,wire-haired_pointing_griffon
incision,wych_hazel
sightseer,Rock_fever
Transfiguration_of_Jesus,malheur_wire_lettuce
snake_plant,genus_Aspidistra
coney,Salicales
genus_Cercopithecus,family_Typhlopidae
Inigo_Jones,hamate_bone
Toynbee,sulfacetamide
worth,silly_season
jugale,Elettaria_cardamomum
Quercus_garryana,firedrake
cytosmear,eusporangium
Bruxelles,exclusive
genus_Acanthocybium,Cotoneaster_dammeri
MS-DOS,Brancusi
plate_rack,genus_Satureia
Aleksey_Maximovich_Peshkov,alopecia_areata
gand_flower,Macrodactylus
sacred_writing,dipterocarp
Ludwig_Mies_Van_Der_Rohe,cartridge_ejector
defoliation,decagon
Fayetteville,porcelain_clay
military_headquarters,pun
desorption,Ottoman_Empire
Simchat_Torah,pressure_point
R,impostor
cell_theory,cetacean_mammal
cartilaginification,Ivan_Iv_Vasilievich
Gretzky,bastnaesite
barracuda,needle_biopsy
mail_carrier,junior_high_school
chigetai,centripetal_acceleration
common_yellowwood,read-only_memory
Majorca,remilitarization
Manduca_quinquemaculata,Germany
Croatia,domestic_terrorism
metalworking,Anne_Sullivan
surfbird,mite
chalkpit,crematory
syphilis,genus_Saturnia
valley_oak,psychological_warfare
reggae,birling
rational,Limousin
read,white_mallow
starting_motor,backer
Caruso,dot_com_company
Lincolnshire,Calendula_officinalis
mixed_farming,recurrent_fever
Collinsonia,lowland_white_fir
war_zone,plantigrade_mammal
jugular_vein,kilowatt_hour
Kingdom_of_Bhutan,John_Paul_II
neurilemoma,MAO
tea_tortrix,family_Magnoliaceae
diplococcus,main_street
Broca's_aphasia,intracellular_fluid
camaraderie,genus_Halesia
atomic_number_71,slip-on
reaffirmation,Clark's_nutcracker
governor_general,acquiring
15_May_Organization,crawl_space
taxonomer,Carex_arenaria
Arthur_Neville_Chamberlain,sport
beer_mug,martagon
loser,pipewort_family
judicial_decision,slimness
dhole,First_Baron_Kelvin
geographical_area,Ruscus_aculeatus
stamp_collection,sea_animal
Begonia_tuberhybrida,Google
Roman_Empire,laryngotracheobronchitis
Phidias,Psithyrus
Fraxinus_pennsylvanica_subintegerrima,Psidium_littorale_longipes
genus_Drynaria,Hablot_Knight_Browne
hydroxytetracycline,duplicability
Edward_Franklin_Albeen,Aconitum
Emperor_Francis_II,lumma
plantation_owner,Oblation
national,New_Jerseyite
Dicentra_cucullaria,Meiji_Tenno
blue_law,LIFO
hotfoot,bitchiness
jacaranda,woad
Loxoma,Darryl_Francis_Zanuck
thruway,age-related_macular_degeneration
Goering,Isherwood
cola,definite_quantity
genus_Cryptocercus,bad_weather
Transfiguration,price
Tiarella,wank
slump,hermit
tipper,mesentery
Jirrbal,jelly_bean
illiterate_person,progressivity
bijugate_leaf,seal
laceration,false_smut
heterocycle,counterirritant
numerator,honcho
genus_Burmannia,praiseworthiness
Moroccan,half_nelson
St._Vitus_dance,congratulations
driving,farmer's_cheese
mysoandry,singlet
rogue's_gallery,highway_robbery
hog-nosed_badger,conning_tower
tassel_hyacinth,Anagyris
seamster,coffee-table_book
long_chain,Chinese_celery
Titus_Lucretius_Carus,sustainment
artificial_horizon,buttonhole
black_grama,belonging
teacher,Kura_River
inexpensiveness,ecliptic
eisteddfod,wanted_poster
obstructor,dusky_salamander
administrative_unit,creating_from_raw_materials
solecism,kite_balloon
caprifig,magnetism
lucrativeness,Centigrade_thermometer
water_spirit,genus_Physostigma
Eacles,Apodiformes
genus_Nyctimene,stock_saddle
daftness,jabberwocky
lecanopteris,genus_Napaea
pickaxe,Hypericum_hypericoides
automated_teller_machine,Hydra
cypriniform_fish,pleurocarp
Captain_John_Smith,square_meal
spiller,blini
lemanderin,Proteaceae
black_stork,Oregon_fir
shuffler,Gram's_method
Loricata,creak
cynophobia,Marshals
Cesare_Borgia,word_processing_system
Igor_Yevgeneevich_Tamm,Jean_Giraudoux
tiger_cub,Holocaust
Polymox,Roman_basilica
Massachusetts,Athapaskan_language
Asplenium_pinnatifidum,winnow
rusticity,balaclava
Blaise_Pascal,Chrysomelidae
Gran_Santiago,Millais
wistaria,overtime_period
henhouse,distributor_point
ramie,Playlobium_obtusangulum
genus_Schaffneria,peach_ice_cream
rough_green_snake,diapensia
Labourite,Dunkerque
Potamogale_velox,fertilized_ovum
Thomas_Moore,carnosaur
mint_family,plastination
coalhole,aileron
John_Henry_Newman,bevel_gear
deaf-mutism,wheel_spoke
subject_case,Brassica_napus_napobrassica
lukewarmness,rehearing
Pavo_cristatus,Dipogon_lignosus
camphor_tree,run-in
Brussels_biscuit,whisperer
cymbid,motor_aphasia
sandwichman,farandole
Monegasque,pylorus
shut-eye,Monopoly
Western_pasqueflower,radish_plant
PAGAD,Edward_VI
Velazquez,leukotomy
Bessy_cerca,incurvation
Ostrya,electric_charge
hypersplenism,psychoanalysis
Malus_sylvestris,postcava
Eudora_Welty,eliminator
parietal_bone,voting_booth
pH,carillonneur
career_counseling,train_ticket
Foeniculum,heed
shorthorn,penoncel
escalader,corpulence
fixed_oil,hatchet_man
Marchantia_polymorpha,homoeopathy
classification_system,American_buffalo
order_Diapensiales,Trandate
matchup,kampong
genus_Fusarium,Aglaomorpha
Anthozoa,switchblade_knife
renal_failure,welcher
Numididae,Orlando
yawner,reverse_split
communication_system,machine_rifle
phthalic_anhydride,Pelagius
genus_Choeronycteris,cyclooxygenase
half-slip,cotton_strain
musculus_sphincter_ani_externus,shopaholic
Acrocarpus,thingmajig
genus_Liriope,basket_ash
spiccato,Sangraal
turnkey,American_Party
brown_bread,Chrysosplenium_americanum
free_phagocyte,hoecake
knife-handle,Guadalajara
hire_car,orientation
bumptiousness,debris_storm
wild_sarsaparilla,Hawaii_Island
Sergei_Aleksandrovich_Koussevitzky,som
personnel_casualty,manicurist
Andreaea,Rembrandt_Harmensz_van_Rijn
reformist,frontstall
fox-trot,troy_weight
Severn_River,homesickness
third_base,Agathis_lanceolata
journal_bearing,Dentaria
scald,cubic_meter
Bahrein,Chaim_Soutine
Nahuatl,Mwera
Amorphophallus_campanulatus,Arisarum
Vittariaceae,Crataegus_coccinea
dumping,lustfulness
principle_of_relativity,amicus_curiae
Gerhard_Gerhards,adsorbate
cuppa,Acer_campestre
omphalos,Harlem
naturopath,courbaril_copal
bawbee,lip_balm
paper_toweling,bygone
consolation,applied_anatomy
obligato,tongue_depressor
locknut,yardmaster
Onopordum_acanthium,arterial_pressure
spoonful,navigational_instrument
cooter,olive_oil
therapist,vocalization
OD,overexertion
chlorella,genus_Nyctaginia
millepede,Mandarin_dialect
hemophilia,Tarzan
severable_contract,tinware
genus_Liopelma,particle
Freemasonry,bog_hemp
battleground,juvenility
ancients,belay
demand,political_prisoner
naturalism,buccal_artery
von_Willebrand,auction_bridge
Lashkar-e-Tayyiba,pasturage
Haitian_capital,dead_metaphor
cerebellum,bitmap
rose_bed,muzzler
light_breeze,patchouly
El_Libertador,wall_pepper
Gautama_Siddhartha,Moses_Maimonides
variorum,habitus
pigsticking,Pakistani
fraxinella,pressure_dome
pouter_pigeon,asa_dulcis
sprinkler,swimmer
water_bitternut,drawer
Cl,German_iris
genus_Triglochin,Larousse
Sertoli_cell,Sylvilagus_palustris
dangling_modifier,Europa
Ralph_Bunche,Republic_of_Paraguay
tree_surgery,Jasminum
rubato,dual_scan_display
Gaea,cinquefoil
ketoprofen,airmanship
dot_printer,boneset
beryllium_bronze,Limulus
bulbil,press_stud
American_flag,exquisiteness
rateability,death_squad
external_iliac_artery,postulation
high_brass,sensation
dogwood_tree,control_stick
thysanopteron,nudist
Prince-of-Wales_fern,moving_stairway
ethnic,bank_rate
fossil,trestle
Heteroptera,penuche
jasper,irreligiousness
scream,genus_Chamaeleo
medical_school,border_district
matchweed,Lasix
podiatrist,headspace
Gabriel_Lippmann,Uralic_language
efferent_nerve,ventilator
Judas,meningitis
sign_of_the_cross,yellow_fever
transparency,Steuben
glomerulus,Salvelinus_namaycush
jussive_mood,ti
trash_pickup,black_carpet_beetle
underpants,Antonio_Pignatelli
programmer,Markov_process
short_covering,carpenteria
Black_Panthers,high_sea
family_Septobasidiaceae,BOLD_FMRI
Battle_Born_State,peeper
pictorial_representation,Mickey_Mantle
Frederick_I,genus_Capros
shoe_leather,lobby_group
outthrust,lull
Sholem_Asch,Emberizidae
calamint,warning_light
criminal_possession,double-crosser
canebrake_rattler,shoebird
Nuclear_Regulatory_Commission,Ramsons
Sherwood_Anderson,chanal
dental_technician,diethylbarbituric_acid
off-speed_pitch,hedge_garlic
part_music,Texas_tortoise
Noctiluca_miliaris,orpin
Secret_Intelligence_Service,Gloucestershire
Guomindang,periodic_table
growth,Grahame
Renoir,Euphorbia_antisyphilitica
Frederick_Carleton_Lewis,fal_la
polyvinyl_acetate,karyon
northeastern_United_States,sports_writer
Limenitis_arthemis,silurid
anomia,water_tap
mastitis,wild_pink
Aaland_islands,Marut
clime,Strix
belt,perennial_salt_marsh_aster
Book_of_Zephaniah,comedienne
rhetorician,erythema_nodosum
abator,international_waters
Stephanotis_floribunda,Acrostichum
belligerent,arteria_labialis_superior
tobacco_industry,horned_screamer
amalgamation,Celastrus_scandens
Zealot,A_level
film_making,critical_point
family_Panorpidae,Virginia_Wade
Saccharomyces,good_afternoon
Acherontia,fall-blooming_hydrangea
reticular_formation,playing_field
forte,mad-dog_weed
oleic_acid,D
listeria_meningitis,disburser
cholera_infantum,ordinariness
rear_admiral,pirana
Davy's_gray,housetop
Brachycome_Iberidifolia,Hector_Hugh_Munro
corpus_sternum,Michel_Ney
covert_operation,clinker_block
tertiary_syphilis,Helicidae
leucopenia,baloney
lemon_sole,ACC
tumult,phoebe_bird
Cephalotaceae,genus_Diphylla
mithridate_mustard,masturbation
colloquialism,Protura
manufacturing_business,quackgrass
Chennai,mite_box
Benjamin_Thompson,blue_note
Simenon,Michelangelo_Merisi_da_Caravaggio
Percophidae,folktale
fact,Intropin
vizor,garden_sorrel
carrying_charge,Louis_Armstrong
manila_paper,Dubyuh
Iguanidae,geophagy
hard_lead,cine-film
President_Benjamin_Harrison,Rickenbacker
X-ray_diffraction,nucleole
hypostatization,standee
roselle,baseball_cap
Pinot_grape,January_20
bauxite,coelenterate_family
phone_company,orientation
Hodr,hyperdactyly
tapeline,Robert_James_Fischer
Ni-resist,soapberry_tree
sunporch,Ben_Hecht
proconsulate,goat_willow
laugh,mint
bough,Bern
roughneck,double-hung_window
gather,scratching
heft,waggoner
perkiness,Retama_raetam
dynamic_balance,negativity
northern_bog_lemming,enarthrodial_joint
Piperaceae,scrimmage_line
hausen,cerebral_aqueduct
Lunt,symbolization
Mendelianism,jook_joint
little_spotted_skunk,sleepy_dick
Helotiales,Bentham
candy_cane,Azolla_caroliniana
professional_wrestling,zenith
chinoiserie,mass_energy
Eton_jacket,Georgi_Zhukov
acres,Amorphophallus_paeonifolius
two-thirds,mental_disturbance
fluor,dialog_box
recombinant_deoxyribonucleic_acid,tumor
Asclepias_curassavica,academic_gown
Witherspoon,centaur
birchbark_canoe,sable's_hair_pencil
hunting_lodge,Noel
rider,calque_formation
clock_time,geographical_mile
Mussorgsky,mumbling
guernsey_elm,weighing
burning_bush,exploit
crabby_person,southeastward
Mimosaceae,bush_honeysuckle
wild_orange,quarantine
clothing_store,cordoba
puka,moniliasis
spurred_gentian,jampan
shlemiel,lead_sheet
French_pastry,family_Procyonidae
tyranny,haemophiliac
howling,midnight_sun
limited_company,opening_move
family_Branchiobdellidae,omphaloskepsis
Sellers,Aztecan
Uriah,black_eye
Gouda,prostate
lis_pendens,dandruff
aortitis,Anapurna
Banti's_syndrome,frightening
scale,water_gas
shot_hole,crematory
waterfront,state_of_matter
Bowery,optical_aberration
Mahdist,Helichrysum
phantasy_world,parishioner
illuminance,valvule
collecting,participation
searcher,inter_vivos_trust
sesame_seed,substring
scallopini,clansman
capital_of_Portugal,lettre_de_cachet
Balaenoptera_physalus,General_Custer
checkrein,Aegypius
mosaic,indirect_evidence
secondary_storage,rock_polypody
inhibition,Henri_Matisse
clevis,anapsid_reptile
nubble,Mainer
navel_point,winkle
early_bird,ousting
gorgerin,Hodeida
desire_to_know,drip_pan
naumachia,Klein
bondmaid,order_Loricata
Lithospermum_canescens,inferior_cerebral_vein
Leo_I,steel_guitar
genus_Drosera,blacktail_deer
red_algae,defense_force
suspense,street_name
flux_density_unit,capital_of_North_Dakota
gall_midge,nipple
Scaphiopus_bombifrons,matter
Huntingdon_elm,croton_oil
fantail,Illyrian
provision,Engraulis_encrasicholus
travel_guidebook,Suomi
carpenter_bee,Gallia
ringlet_butterfly,Beveridge
beam_scale,Bruxelles
bare_bone,genus_Platylobium
impermanence,frontage_road
psychic_phenomenon,market_analyst
mandrill,enzymology
Elephantidae,Bing_Crosby
disaffirmation,family_Thraupidae
Richard_Errett_Smalley,Chinese_silk_plant
Sergei_Rachmaninoff,death_angel
Ninhursag,sausage_roll
bagful,pole_vault
buffoonery,Trichostema
handstand,Frank_Morrison_Spillane
bombing,sunken_garden
magnetic_declination,Chaucer
militarisation,wave_shape
empirical_research,portacaval_shunt
genus_Plumbago,sitting_duck
fighting_cock,bed-ground
Greenland_caribou,Asclepius
tophus,genus_Fusanus
Alaskan,gurnard
bubble_gum,curie
interdiction_fire,vestibular_sense
row,Istiophoridae
siris,synthesist
superior_skill,whooping_crane
spectrometer,Heidelberg_man
Felicia_bergeriana,James_Harold_Doolittle
harmonic_motion,butterflower
Yucca_whipplei,spaceflight
Albright's_disease,babyhood
Habenaria_psycodes,Sir_William_Gerald_Golding
stool_pigeon,mammalogist
loggerhead_turtle,sports_jacket
Albert_von_Szent-Gyorgyi,shearing
Doctor_of_Dental_Surgery,Neandertal
tamale_pie,family_Stizidae
pituitary_body,playbill
scincid_lizard,Lonicera_japonica
handsaw_fish,Poinciana_regia
enthronement,matter_of_course
Musca,pore_mushroom
Federal_Islamic_Republic_of_the_Comoros,eye_socket
harmonic_analysis,cracked_wheat
Bernhard_Riemann,nappy
guacharo,Indian
pumpkin_ash,Humphrey_Bogart
Echinocereus,muscle_building
Diplococcus_pneumoniae,James_Abbott_McNeill_Whistler
tabasco,trench_coat
rush-grass,genus_Fremontia
skeletal_structure,Ambrosiaceae
ruffianism,nobleness
Coccidia,constraint
avoirdupois_unit,shortbread
William_Penn,cutlet
pleurodynia,beet_green
coloring_book,muster
covenant,Shalom_Asch
Lord_George_Gordon_Byron,Roald_Amundsen
ground_ivy,Recife
Korbut,parking_lot
Hymenogastrales,Corylopsis
animal_black,soupfin_shark
Maxostoma,chart
yodel,hand_tool
genus_Polypodium,jump_seat
